id,title,designer,notes,description,url,img_url,img_id
32946,Sandalwood Vanilla Perfume Oil Scent by the Sea for women and men,scent by the sea perfumes and colognes,"['Sandalwood', 'Musk', 'Woody Notes', 'Vanilla']",Sandalwood Vanilla Perfume Oil by Scent by the Sea is a Woody Aromatic fragrance for women and men.,https://www.fragrantica.com/perfume/Scent-by-the-Sea/Sandalwood-Vanilla-Perfume-Oil-33856.html,https://fimgs.net/mdimg/perfume/375x500.33856.jpg,33856
16288,Guardian Solstice Scents for women and men,solstice scents perfumes and colognes,"['Sage', 'Clary Sage', 'Shiso', 'Spruce', 'Bergamot', 'Pine', 'Balsam Fir', 'Patchouli', 'Amber', 'Cypress', 'Nard Himalayan (Jatamansi)', 'Haitian Vetiver', 'Juniper', 'Muhuhu', 'Sandalwood', 'Agarwood (Oud)', 'Mushroom', 'Oakmoss']","Guardian by Solstice Scents is a Woody Chypre fragrance for women and men. Guardian was launched in 2018. The nose behind this fragrance is Angela St.John. Top notes are Sage, Clary Sage, Shiso, Spruce and Bergamot; middle notes are Pine and Balsam Fir; base notes are Patchouli, Amber, Cypress, Nard Himalayan (Jatamansi), Haitian Vetiver, Juniper, Muhuhu, Sandalwood, Agarwood (Oud), Mushroom and Oakmoss.",https://www.fragrantica.com/perfume/Solstice-Scents/Guardian-52955.html,https://fimgs.net/mdimg/perfume/375x500.52955.jpg,52955
48400,Anni di Ricordi Ricordi for women and men,ricordi perfumes and colognes,"['Black Currant', 'Jasmine', 'Incense', 'Cyclamen', 'Patchouli', 'Bulgarian Rose', 'Labdanum', 'Narcissus', 'Moss', 'Amber']","Anni di Ricordi by Ricordi is a Amber Floral fragrance for women and men. This is a new fragrance. Anni di Ricordi was launched in 2022. Top notes are Black Currant, Jasmine and Incense; middle notes are Cyclamen, Patchouli, Bulgarian Rose and Labdanum; base notes are Narcissus, Moss and Amber.",https://www.fragrantica.com/perfume/Ricordi/Anni-di-Ricordi-80016.html,https://fimgs.net/mdimg/perfume/375x500.80016.jpg,80016
8611,In Love The Fragrance Kitchen for women and men,the fragrance kitchen perfumes and colognes,"['Citron', 'Pink Pepper', 'Orange', 'Bergamot', 'Cedar', 'Apple', 'Jasmine', 'Guaiac Wood', 'Amber', 'Sandalwood', 'Patchouli']","In Love by The Fragrance Kitchen is a Amber Floral fragrance for women and men. In Love was launched in 2015. The nose behind this fragrance is Chris Maurice. Top notes are Citron, Pink Pepper, Orange and Bergamot; middle notes are Cedar, Apple and Jasmine; base notes are Guaiac Wood, Amber, Sandalwood and Patchouli.",https://www.fragrantica.com/perfume/The-Fragrance-Kitchen/In-Love-37769.html,https://fimgs.net/mdimg/perfume/375x500.37769.jpg,37769
34189,Berries Flowers Wood - Bacche Fiori Legni L'Erbolario for women and men,l'erbolario perfumes and colognes,"['Hawthorn', 'Grapefruit', 'Orange Blossom', 'Cardamom', 'Cedar', 'Labdanum']","Berries Flowers Wood - Bacche Fiori Legni by L'Erbolario is a fragrance for women and men. Berries Flowers Wood - Bacche Fiori Legni was launched in 2021. Top notes are Hawthorn, Grapefruit and Orange Blossom; middle note is Cardamom; base notes are Cedar and Labdanum.",https://www.fragrantica.com/perfume/L-Erbolario/Berries-Flowers-Wood-Bacche-Fiori-Legni-70086.html,https://fimgs.net/mdimg/perfume/375x500.70086.jpg,70086
53943,Pelle d'Angelo NonPlusUltra Parfum for women and men,nonplusultra parfum perfumes and colognes,"['Lime', 'Bergamot', 'Red Berries', 'Black Pepper', 'Violet', 'Peach', 'Rose', 'Jasmine', 'Orris', 'Cedar', 'Musk', 'Amber', 'Elemi resin']","Pelle d'Angelo by NonPlusUltra Parfum is a Floral Fruity fragrance for women and men. Pelle d'Angelo was launched in 2021. Top notes are Lime, Bergamot, Red Berries and Black Pepper; middle notes are Violet, Peach, Rose, Jasmine and Orris; base notes are Cedar, Musk, Amber and Elemi resin.",https://www.fragrantica.com/perfume/NonPlusUltra-Parfum/Pelle-d-Angelo-72356.html,https://fimgs.net/mdimg/perfume/375x500.72356.jpg,72356
38199,N.124 InEstasy for women,inestasy perfumes and colognes,"['Orange Blossom', 'Bitter Almond', 'Coffee', 'Licorice', 'Vanilla', 'Patchouli']",N.124 by InEstasy is a fragrance for women.,https://www.fragrantica.com/perfume/InEstasy/N-124-58933.html,https://fimgs.net/mdimg/perfume/375x500.58933.jpg,58933
1704,R Avery for women and men,avery perfumes and colognes,"['Mandarin Orange', 'Sea Notes', 'Mint', 'Sage', 'Oregano', 'Basil', 'Balsam Fir', 'oak moss', 'Sandalwood']","R by Avery is a Citrus Aromatic fragrance for women and men. R was launched in 2017. The nose behind this fragrance is Celso Fadelli. Top notes are Mandarin Orange, Sea Notes and Mint; middle notes are Sage, Oregano and Basil; base notes are Balsam Fir, oak moss and Sandalwood.",https://www.fragrantica.com/perfume/Avery/R-48877.html,https://fimgs.net/mdimg/perfume/375x500.48877.jpg,48877
57036,Mr. Burberry Element Burberry for men,burberry perfumes and colognes,"['Green Almond', 'Juniper', 'Ambergris', 'Mineral notes', 'Oakmoss']","Mr. Burberry Element by Burberry is a Amber Fougere fragrance for men. Mr. Burberry Element was launched in 2020. The nose behind this fragrance is Jérôme di Marino. Top note is Green Almond; middle note is Juniper; base notes are Ambergris, Mineral notes and Oakmoss.",https://www.fragrantica.com/perfume/Burberry/Mr-Burberry-Element-60796.html,https://fimgs.net/mdimg/perfume/375x500.60796.jpg,60796
35453,20-20 Antiqua Firenze for women and men,antiqua firenze perfumes and colognes,"['Black Pepper', 'Clary Sage', 'Green Mandarin', 'Peony', 'Lily', 'Vanilla Orchid', 'Benzoin', 'Amberwood', 'Patchouli']","20-20 by Antiqua Firenze is a Floral fragrance for women and men. This is a new fragrance. 20-20 was launched in 2022. The nose behind this fragrance is Enzo Galardi. Top notes are Black Pepper, Clary Sage and Green Mandarin; middle notes are Peony, Lily and Vanilla Orchid; base notes are Benzoin, Amberwood and Patchouli.",https://www.fragrantica.com/perfume/Antiqua-Firenze/20-20-73529.html,https://fimgs.net/mdimg/perfume/375x500.73529.jpg,73529
68208,VIP Samy Andraus Fragrances for women and men,samy andraus fragrances perfumes and colognes,"['Orange Blossom', 'Jasmine', 'Myrrh', 'Opoponax', 'Benzoin', 'Black Amber', 'Patchouli']","VIP by Samy Andraus Fragrances is a Amber fragrance for women and men. VIP was launched in 2020. Top notes are Orange Blossom and Jasmine; middle notes are Myrrh, Opoponax and Benzoin; base notes are Black Amber and Patchouli.",https://www.fragrantica.com/perfume/Samy-Andraus-Fragrances/VIP-62888.html,https://fimgs.net/mdimg/perfume/375x500.62888.jpg,62888
37753,Silk Vanilla Siordia Parfums for women,siordia parfums perfumes and colognes,"['Vanilla', 'Coconut', 'Leather', 'Labdanum', 'Cashmeran', 'Agarwood (Oud)', 'Bitter Orange', 'Champaca', 'Tonka Bean', 'Musk', 'Green Mandarin', 'Jasmine', 'Rose', 'Honeysuckle']",Silk Vanilla by Siordia Parfums is a Floral fragrance for women. Silk Vanilla was launched in 2016. The nose behind this fragrance is Ekaterina Siordia.,https://www.fragrantica.com/perfume/Siordia-Parfums/Silk-Vanilla-48856.html,https://fimgs.net/mdimg/perfume/375x500.48856.jpg,48856
45099,In Full Bloom Kate Spade for women,kate spade perfumes and colognes,"['Green Notes', 'Green Tea', 'Lemon', 'May Rose', 'Rose Petals', 'Lotus', 'Peony', 'White Wood', 'Cedar', 'Peach']","In Full Bloom by Kate Spade is a Floral Green fragrance for women. In Full Bloom was launched in 2018. Top notes are Green Notes, Green Tea and Lemon; middle notes are May Rose, Rose Petals, Lotus and Peony; base notes are White Wood, Cedar and Peach.",https://www.fragrantica.com/perfume/Kate-Spade/In-Full-Bloom-48683.html,https://fimgs.net/mdimg/perfume/375x500.48683.jpg,48683
59508,One To Remember Ainash Parfums for men,ainash parfums perfumes and colognes,"['Palisander Rosewood', 'Lavender', 'Cinnamon', 'Apple', 'Rose', 'Cedar', 'Lily', 'Sandalwood', 'Vanilla', 'Amber', 'Musk']","One To Remember by Ainash Parfums is a Amber Woody fragrance for men. This is a new fragrance. One To Remember was launched in 2022. Top notes are Palisander Rosewood, Lavender, Cinnamon and Apple; middle notes are Rose, Cedar and Lily; base notes are Sandalwood, Vanilla, Amber and Musk.",https://www.fragrantica.com/perfume/Ainash-Parfums/One-To-Remember-80222.html,https://fimgs.net/mdimg/perfume/375x500.80222.jpg,80222
28692,Eau Dadette Santi Burgas for women and men,santi burgas perfumes and colognes,"['Jasmine', 'Bulgarian Rose', 'Ylang-Ylang', 'Heliotrope', 'Sandalwood', 'Incense', 'Myrrh', 'Amber', 'Haitian Vetiver', 'Musk', 'Bourbon Vanilla', 'Raspberry']",Eau Dadette by Santi Burgas is a Floral fragrance for women and men. Eau Dadette was launched in 2016. The nose behind this fragrance is Santi Burgas.,https://www.fragrantica.com/perfume/Santi-Burgas/Eau-Dadette-40890.html,https://fimgs.net/mdimg/perfume/375x500.40890.jpg,40890
15481,Ilía Florescer Natura for women,natura perfumes and colognes,"['Pomelo', 'Pear', 'Mandarin Orange', 'Gardenia', 'Jasmine', 'Lily-of-the-Valley', 'Musk', 'Amber', 'Sandalowood']","Ilía Florescer by Natura is a Floral fragrance for women. Ilía Florescer was launched in 2017. The nose behind this fragrance is Verônica Kato. Top notes are Pomelo, Pear and Mandarin Orange; middle notes are Gardenia, Jasmine and Lily-of-the-Valley; base notes are Musk, Amber and Sandalowood.",https://www.fragrantica.com/perfume/Natura/Ilia-Florescer-58423.html,https://fimgs.net/mdimg/perfume/375x500.58423.jpg,58423
71911,Commedia dell’Arte Brocard for women,brocard perfumes and colognes,"['Orange', 'Lemon', 'Bergamot', 'Apricot', 'Plum', 'Honeysuckle', 'White Flowers', 'Honey', 'Vanilla', 'Musk']","Commedia dell’Arte by Brocard is a Floral Fruity Gourmand fragrance for women. Commedia dell’Arte was launched in 2017. The nose behind this fragrance is Patrice Martin. Top notes are Orange, Lemon and Bergamot; middle notes are Apricot, Plum, Honeysuckle and White Flowers; base notes are Honey, Vanilla and Musk.",https://www.fragrantica.com/perfume/Brocard/Commedia-dell-Arte-45931.html,https://fimgs.net/mdimg/perfume/375x500.45931.jpg,45931
42966,Intimate Daydream Women Secret for women,women secret perfumes and colognes,"['Mandarin Orange', 'Blackberry', 'Tangerine', 'Petitgrain', 'Jasmine', 'Orange Blossom', 'Plum Blossom', 'Tonka Bean', 'Musk', 'Cedar', 'Dark Chocolate']","Intimate Daydream by Women Secret is a Floral Fruity Gourmand fragrance for women. Intimate Daydream was launched in 2021. The nose behind this fragrance is Jérôme di Marino. Top notes are Mandarin Orange, Blackberry, Tangerine and Petitgrain; middle notes are Jasmine, Orange Blossom and Plum Blossom; base notes are Tonka Bean, Musk, Cedar and Dark Chocolate.",https://www.fragrantica.com/perfume/Women-Secret/Intimate-Daydream-70089.html,https://fimgs.net/mdimg/perfume/375x500.70089.jpg,70089
40988,Bohemian Bluebells Zara for women and men,zara perfumes and colognes,"['Lavender', 'Sandalwood', 'Musk']",Bohemian Bluebells by Zara is a Floral Woody Musk fragrance for women and men. Bohemian Bluebells was launched in 2019. The nose behind this fragrance is Jo Malone.,https://www.fragrantica.com/perfume/Zara/Bohemian-Bluebells-58162.html,https://fimgs.net/mdimg/perfume/375x500.58162.jpg,58162
58892,The Collection Confident Oud Hugo Boss for men,hugo boss perfumes and colognes,"['Agarwood (Oud)', 'Bran']",The Collection Confident Oud by Hugo Boss is a Woody Aromatic fragrance for men. The Collection Confident Oud was launched in 2021.,https://www.fragrantica.com/perfume/Hugo-Boss/The-Collection-Confident-Oud-71678.html,https://fimgs.net/mdimg/perfume/375x500.71678.jpg,71678
51330,Chypre-Siam Rogue Perfumery for women and men,rogue perfumery perfumes and colognes,"['Kaffir Lime', 'Basil', 'Jasmine', 'Ylang-Ylang', 'Oakmoss', 'Civet', 'Spices', 'Benzoin', 'Sandalwood', 'Leather']","Chypre-Siam by Rogue Perfumery is a Chypre fragrance for women and men. Chypre-Siam was launched in 2017. The nose behind this fragrance is Manuel Cross. Top notes are Kaffir Lime and Basil; middle notes are Jasmine and Ylang-Ylang; base notes are Oakmoss, Civet, Spices, Benzoin, Sandalwood and Leather.",https://www.fragrantica.com/perfume/Rogue-Perfumery/Chypre-Siam-53816.html,https://fimgs.net/mdimg/perfume/375x500.53816.jpg,53816
76822,O As Original Chateau Berger for women,chateau berger perfumes and colognes,"['Ylang-Ylang', 'Pink Pepper', 'Rose', 'Jasmine', 'Tuberose', 'White Musk', 'Woody Notes']",O As Original by Chateau Berger is a Floral Woody Musk fragrance for women. O As Original was launched in 2018.,https://www.fragrantica.com/perfume/Chateau-Berger/O-As-Original-55098.html,https://fimgs.net/mdimg/perfume/375x500.55098.jpg,55098
6863,Strastni Tanci Cerven Evterpa for women,evterpa perfumes and colognes,"['Hyacinth', 'Magnolia', 'Lilac', 'Violet', 'Jasmine', 'Rose', 'Lily-of-the-Valley', 'Musk', 'Iris']","Strastni Tanci Cerven by Evterpa is a Floral Fruity fragrance for women. Top notes are Hyacinth, Magnolia and Lilac; middle notes are Violet, Jasmine, Rose and Lily-of-the-Valley; base notes are Musk and Iris.",https://www.fragrantica.com/perfume/Evterpa/Strastni-Tanci-Cerven-36396.html,https://fimgs.net/mdimg/perfume/375x500.36396.jpg,36396
45996,Orangerie Musicale Chabaud Maison de Parfum for women and men,chabaud maison de parfum perfumes and colognes,"['Neroli', 'Bergamot', 'Orange', 'Star Anise', 'French orange flower', 'Egyptian Jasmine', 'Benzoin', 'Almond', 'Sugar', 'Vanilla', 'Musk']","Orangerie Musicale by Chabaud Maison de Parfum is a Amber Floral fragrance for women and men. Orangerie Musicale was launched in 2018. The nose behind this fragrance is Patrice Revillard. Top notes are Neroli, Bergamot, Orange and Star Anise; middle notes are French orange flower and Egyptian Jasmine; base notes are Benzoin, Almond, Sugar, Vanilla and Musk.",https://www.fragrantica.com/perfume/Chabaud-Maison-de-Parfum/Orangerie-Musicale-52395.html,https://fimgs.net/mdimg/perfume/375x500.52395.jpg,52395
45263,Arc-en-ciel 1 Million Pleasures CIEL Parfum for women,ciel parfum perfumes and colognes,"['Bergamot', 'Litchi', 'Rose', 'Magnolia', 'Aldehydes', 'Musk', 'Amber', 'Cedar']","Arc-en-ciel 1 Million Pleasures by CIEL Parfum is a Floral fragrance for women. Top notes are Bergamot and Litchi; middle notes are Rose, Magnolia and Aldehydes; base notes are Musk, Amber and Cedar.",https://www.fragrantica.com/perfume/CIEL-Parfum/Arc-en-ciel-1-Million-Pleasures-33959.html,https://fimgs.net/mdimg/perfume/375x500.33959.jpg,33959
57313,Alchimie du Matin Rance 1795 for women and men,rance 1795 perfumes and colognes,"['Gardenia', 'Lemon', 'Woodsy Notes', 'Pink Pepper']",Alchimie du Matin by Rance 1795 is a Aromatic fragrance for women and men. Alchimie du Matin was launched in 2018. The nose behind this fragrance is Luca Maffei.,https://www.fragrantica.com/perfume/Rance-1795/Alchimie-du-Matin-49528.html,https://fimgs.net/mdimg/perfume/375x500.49528.jpg,49528
6060,Izmir Unique'e Luxury for women and men,unique'e luxury perfumes and colognes,"['Pineapple', 'Mandarin Orange', 'Lemon', 'Bergamot', 'Iris', 'Rose', 'Cloves', 'Patchouli', 'Vanilla', 'Tonka Bean', 'Oakmoss', 'Sandalwood']","Izmir by Unique'e Luxury is a fragrance for women and men. Izmir was launched in 2018. Izmir was created by Sylvain Cara, Selim Özen and Bihter Türkan Ergül. Top notes are Pineapple, Mandarin Orange, Lemon and Bergamot; middle notes are Iris, Rose and Cloves; base notes are Patchouli, Vanilla, Tonka Bean, Oakmoss and Sandalwood.",https://www.fragrantica.com/perfume/Unique-e-Luxury/Izmir-50402.html,https://fimgs.net/mdimg/perfume/375x500.50402.jpg,50402
26333,Madina Eau de Dubai for women and men,eau de dubai perfumes and colognes,"['Rose', 'Black Pepper', 'Cypriol Oil or Nagarmotha', 'Vanilla', 'Cedar']",Madina  by Eau de Dubai is a Amber Vanilla fragrance for women and men. Madina  was launched in 2020. Top notes are Rose and Black Pepper; middle note is Cypriol Oil or Nagarmotha; base notes are Vanilla and Cedar.,https://www.fragrantica.com/perfume/Eau-de-Dubai/Madina-69646.html,https://fimgs.net/mdimg/perfume/375x500.69646.jpg,69646
57864,Pamella Roland Eau de Parfum Pamella Roland for women,pamella roland perfumes and colognes,"['Bergamot', 'Black Currant', 'Pink Pepper', 'Rose de Mai', 'Damask Rose', 'Rose Oil', 'Patchouli', 'Moss', 'Amberwood', 'Tonka Bean']","Pamella Roland Eau de Parfum by Pamella Roland is a Floral Fruity fragrance for women. Pamella Roland Eau de Parfum was launched in 2021. The nose behind this fragrance is Gabriela Chelariu. Top notes are Bergamot, Black Currant and Pink Pepper; middle notes are Rose de Mai, Damask Rose and Rose Oil; base notes are Patchouli, Moss, Amberwood and Tonka Bean.",https://www.fragrantica.com/perfume/Pamella-Roland/Pamella-Roland-Eau-de-Parfum-66731.html,https://fimgs.net/mdimg/perfume/375x500.66731.jpg,66731
37475,Meu Bem Estar Campos de Lavanda Água de Cheiro for women,água de cheiro perfumes and colognes,"['Neroli', 'Sage', 'Patchouli']",Meu Bem Estar Campos de Lavanda by Água de Cheiro is a Floral fragrance for women. Meu Bem Estar Campos de Lavanda was launched in 2018. Top note is Neroli; middle note is Sage; base note is Patchouli.,https://www.fragrantica.com/perfume/Agua-de-Cheiro/Meu-Bem-Estar-Campos-de-Lavanda-68990.html,https://fimgs.net/mdimg/perfume/375x500.68990.jpg,68990
14193,Eau Noble (2022) Le Galion for women and men,le galion perfumes and colognes,"['Blood Orange', 'Rhubarb', 'Reseda', 'Mastic or Lentisque', 'Geranium', 'Pine Tree Needles', 'Indian Ginger', 'Sandalwood', 'Cypress', 'Atlas Cedar', 'Patchouli', 'Labdanum']","Eau Noble (2022) by Le Galion is a Citrus Aromatic fragrance for women and men. This is a new fragrance. Eau Noble (2022) was launched in 2022. The nose behind this fragrance is Rodrigo Flores-Roux. Top notes are Blood Orange, Rhubarb, Reseda and Mastic or Lentisque; middle notes are Geranium, Pine Tree Needles, Indian Ginger and Sandalwood; base notes are Cypress, Atlas Cedar, Patchouli and Labdanum.",https://www.fragrantica.com/perfume/Le-Galion/Eau-Noble-2022-74382.html,https://fimgs.net/mdimg/perfume/375x500.74382.jpg,74382
69569,Sweet Sparkling Skinfood for women,skinfood perfumes and colognes,"['Orange', 'Bergamot', 'Peach', 'Geranium', 'Freesia']",Sweet Sparkling by Skinfood is a Floral Fruity fragrance for women.,https://www.fragrantica.com/perfume/Skinfood/Sweet-Sparkling-37628.html,https://fimgs.net/mdimg/perfume/375x500.37628.jpg,37628
77998,Apricot The Parfumerie for women and men,the parfumerie perfumes and colognes,"['Fruity Notes', 'Hazelnut', 'Spices', 'Apricot']",Apricot by The Parfumerie is a Amber fragrance for women and men. Apricot was launched in 2020.,https://www.fragrantica.com/perfume/The-Parfumerie/Apricot-60754.html,https://fimgs.net/mdimg/perfume/375x500.60754.jpg,60754
39024,Harmony Reserved for women,reserved perfumes and colognes,"['Bergamot', 'Tea', 'Citruses', 'Sugar', 'Musk']",Harmony by Reserved is a Citrus fragrance for women. Harmony was launched in 2018.,https://www.fragrantica.com/perfume/Reserved/Harmony-64683.html,https://fimgs.net/mdimg/perfume/375x500.64683.jpg,64683
75465,Tempting Rose Zara for women,zara perfumes and colognes,"['Red Fruits', 'Rose', 'Coffee']",Tempting Rose by Zara is a Floral Fruity Gourmand fragrance for women. Tempting Rose was launched in 2018. Top note is Red Fruits; middle note is Rose; base note is Coffee.,https://www.fragrantica.com/perfume/Zara/Tempting-Rose-52492.html,https://fimgs.net/mdimg/perfume/375x500.52492.jpg,52492
49004,UDV Wild Ulric de Varens for men,ulric de varens perfumes and colognes,"['Apple', 'Cinnamon', 'Bergamot', 'Rosemary', 'Labdanum', 'elemi', 'Sandalwood', 'Musk', 'Patchouli']","UDV Wild by Ulric de Varens is a Amber Woody fragrance for men. UDV Wild was launched in 2020. Top notes are Apple, Cinnamon and Bergamot; middle notes are Rosemary, Labdanum and elemi; base notes are Sandalwood, Musk and Patchouli.",https://www.fragrantica.com/perfume/Ulric-de-Varens/UDV-Wild-78482.html,https://fimgs.net/mdimg/perfume/375x500.78482.jpg,78482
76095,Žizele (Жизель) Dzintars for women,dzintars perfumes and colognes,"['Lily-of-the-Valley', 'Freesia', 'Tuberose', 'Geranium', 'Violet', 'Iris', 'Tea Rose', 'White Musk', 'Pink Pepper', 'Vetiver', 'Sandalwood']","Žizele (Жизель) by Dzintars is a Floral fragrance for women. Žizele (Жизель) was launched in 1978. Top notes are Lily-of-the-Valley, Freesia, Tuberose and Geranium; middle notes are Violet, Iris and Tea Rose; base notes are White Musk, Pink Pepper, Vetiver and Sandalwood.",https://www.fragrantica.com/perfume/Dzintars/Zizele-Zizel-34410.html,https://fimgs.net/mdimg/perfume/375x500.34410.jpg,34410
2320,Powder and Petals Oscar Mejia III for women and men,oscar mejia iii perfumes and colognes,"['Jasmine Sambac', 'Green Tea', 'Geranium', 'Vanilla', 'Apple']",Powder and Petals by Oscar Mejia III is a Floral fragrance for women and men. Powder and Petals was launched in 2013. The nose behind this fragrance is Oscar Mejia.,https://www.fragrantica.com/perfume/Oscar-Mejia-III/Powder-and-Petals-76629.html,https://fimgs.net/mdimg/perfume/375x500.76629.jpg,76629
